episode,t,phase_before,role_before,obs-context,action,reward,captured,terminated,truncated,phase_after,next-context,V_t,V_next,MC return,GAE return,GAE 256 return
1,2999,pure_coverage,"[""coverage"",""coverage"",""coverage"",""coverage""]","[0.0,0.0,1.0,0.00033333332976326346,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4,4,4,4]","[-160.0,-160.0,-0.4280049204826355,0.09026028960943222]",False,"[true,true,true,true]","[false,false,false,false]",pure_coverage,"[0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-1.7746868133544922,-5.60807991027832,-6.412876129150391,-6.977909088134766]","[17.02892303466797,17.02892303466797,-5.29698371887207,-5.800342559814453]","[-160.0,-160.0,-0.4280049204826355,0.09026028960943222]","[-160.0,-160.0,-0.42800474166870117,0.09026050567626953]","[-160.0,-160.0,-0.42800474166870117,0.09026050567626953]"
