episode,t,phase_before,role_before,obs-context,action,reward,captured,terminated,truncated,phase_after,next-context,V_t,V_next,MC return,GAE return,GAE 256 return
0,2999,post_capture,"[""coverage"",""coverage"",""coverage"",""coverage""]","[0.0,1.0,0.0,0.00033333332976326346,1.0,0.0020000000949949026,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4,4,4,4]","[2.220446049250313e-16,2.220446049250313e-16,0.0,0.0]",False,"[false,false,false,false]","[true,true,true,true]",post_capture,"[0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-10.071077346801758,-7.517881393432617,-3.870342254638672,-3.7909812927246094]","[-10.071077346801758,-7.517881393432617,-3.870342254638672,-3.7909812927246094]",null,"[-9.970366477966309,-7.442702770233154,-3.831638813018799,-3.7530715465545654]","[-9.970366477966309,-7.442702770233154,-3.831638813018799,-3.7530715465545654]"
